#Energy(eV)    Se(eV/A)   Range(A)
   2.4000000000000000E+09   5.9058440655082575E-02   4.4071185184603836E+10
   2.5000000000000000E+09   5.9231508387166468E-02   4.5761949528837883E+10
   2.6000000000000000E+09   5.9397789116837379E-02   4.7447877011779877E+10
   2.7000000000000000E+09   5.9557795292952763E-02   4.9129179851384621E+10
   2.8000000000000000E+09   5.9711983180405992E-02   5.0806053379693405E+10
   2.9000000000000000E+09   5.9860761065405388E-02   5.2478677947202301E+10
   3.0000000000000000E+09   6.0004495961121396E-02   5.4147220547016571E+10
   3.1000000000000000E+09   6.0143518301745934E-02   5.5811836221273972E+10
   3.2000000000000000E+09   6.0278127473479992E-02   5.7472669276785301E+10
   3.3000000000000000E+09   6.0408595104276541E-02   5.9129854337905403E+10
   3.4000000000000000E+09   6.0535168333170047E-02   6.0783517274857475E+10
   3.5000000000000000E+09   6.0658072984087735E-02   6.2433776014658554E+10
   3.6000000000000000E+09   6.0777515741453195E-02   6.4080741254328384E+10
   3.7000000000000000E+09   6.0893686320230130E-02   6.5724517093938934E+10
   3.8000000000000000E+09   6.1006759191322243E-02   6.7365201598767204E+10
   3.9000000000000000E+09   6.1116895278244918E-02   6.9002887299642746E+10
   4.0000000000000000E+09   6.1224243267689507E-02   7.0637661639330872E+10
   4.1000000000000000E+09   6.1328940908674481E-02   7.2269607372207611E+10
   4.2000000000000000E+09   6.1431115861744517E-02   7.3898802924988708E+10
   4.3000000000000000E+09   6.1530886910626303E-02   7.5525322721055115E+10
   4.4000000000000000E+09   6.1628364389101624E-02   7.7149237475131577E+10
   4.5000000000000000E+09   6.1723651671875046E-02   7.8770614455683487E+10
   4.6000000000000000E+09   6.1816844888519996E-02   8.0389517725285919E+10
   4.7000000000000000E+09   6.1908033968225487E-02   8.2006008365576523E+10
   4.8000000000000000E+09   6.1997303365116954E-02   8.3620144674134506E+10
   4.9000000000000000E+09   6.2084732546204280E-02   8.5231982341252090E+10
   5.0000000000000000E+09   6.2170395337174986E-02   8.6841574625001755E+10
   5.1000000000000000E+09   6.2254362067617475E-02   8.8448972503472397E+10
   5.2000000000000000E+09   6.2336698444495013E-02   9.0054224810686951E+10
   5.3000000000000000E+09   6.2417466625921160E-02   9.1657378370468674E+10
   5.4000000000000000E+09   6.2496725238266472E-02   9.3258478113696121E+10
   5.5000000000000000E+09   6.2574529709190266E-02   9.4857567188808105E+10
   5.6000000000000000E+09   6.2650932306981696E-02   9.6454687065463531E+10
   5.7000000000000000E+09   6.2725982813156417E-02   9.8049877627239227E+10
   5.8000000000000000E+09   6.2799728248673164E-02   9.9643177257551926E+10
   5.9000000000000000E+09   6.2872212952347489E-02   1.0123462292651381E+11
   6.0000000000000000E+09   6.2943479612726130E-02   1.0282425026228313E+11
   6.1000000000000000E+09   6.3013568450713028E-02   1.0441209361843002E+11
   6.2000000000000000E+09   6.3082517621738318E-02   1.0599818614538489E+11
   6.3000000000000000E+09   6.3150363699442977E-02   1.0758255984961349E+11
   6.4000000000000000E+09   6.3217141551813863E-02   1.0916524564729913E+11
   6.5000000000000000E+09   6.3282883950512306E-02   1.1074627342357027E+11
   6.6000000000000000E+09   6.3347622841899570E-02   1.1232567207986443E+11
   6.7000000000000000E+09   6.3411388107375552E-02   1.1390346958011906E+11
   6.8000000000000000E+09   6.3474208919920158E-02   1.1547969299483339E+11
   6.9000000000000000E+09   6.3536112619084886E-02   1.1705436854156528E+11
   7.0000000000000000E+09   6.3597125735049595E-02   1.1862752162609959E+11
   7.1000000000000000E+09   6.3657273539695872E-02   1.2019917687590604E+11
   7.2000000000000000E+09   6.3716579999122933E-02   1.2176935817922566E+11
   7.3000000000000000E+09   6.3775068560364245E-02   1.2333808871454027E+11
   7.4000000000000000E+09   6.3832761465335619E-02   1.2490539097836375E+11
   7.5000000000000000E+09   6.3889679907619679E-02   1.2647128681913695E+11
   7.6000000000000000E+09   6.3945844627123535E-02   1.2803579746149431E+11
   7.7000000000000000E+09   6.4001275232588140E-02   1.2959894353119127E+11
   7.8000000000000000E+09   6.4055990503785631E-02   1.3116074508428700E+11
   7.9000000000000000E+09   6.4110008841559846E-02   1.3272122162681195E+11
   8.0000000000000000E+09   6.4163347704691717E-02   1.3428039213553293E+11
   8.1000000000000000E+09   6.4216024168829516E-02   1.3583827507851337E+11
   8.2000000000000000E+09   6.4268054263077024E-02   1.3739488843666957E+11
   8.3000000000000000E+09   6.4319453618664729E-02   1.3895024972526068E+11
   8.4000000000000000E+09   6.4370237622668289E-02   1.4050437600543427E+11
   8.5000000000000000E+09   6.4420420706948006E-02   1.4205728390232013E+11
   8.6000000000000000E+09   6.4470016690351337E-02   1.4360898962736517E+11
   8.7000000000000000E+09   6.4519039238942089E-02   1.4515950899078729E+11
   8.8000000000000000E+09   6.4567502030784998E-02   1.4670885740637033E+11
   8.9000000000000000E+09   6.4615416837594877E-02   1.4825704991716293E+11
   9.0000000000000000E+09   6.4662796420443827E-02   1.4980410120928015E+11
   9.1000000000000000E+09   6.4709652692232889E-02   1.5135002561286673E+11
   9.2000000000000000E+09   6.4755996530093812E-02   1.5289483712718564E+11
   9.3000000000000000E+09   6.4801839617849022E-02   1.5443854942578058E+11
   9.4000000000000000E+09   6.4847192404090523E-02   1.5598117586390042E+11
   9.5000000000000000E+09   6.4892065371844790E-02   1.5752272949503555E+11
   9.6000000000000000E+09   6.4936468338914116E-02   1.5906322308052170E+11
   9.7000000000000000E+09   6.4980411209379210E-02   1.6060266909844037E+11
   9.8000000000000000E+09   6.5023903437781694E-02   1.6214107974986234E+11
   9.9000000000000000E+09   6.5066954198128163E-02   1.6367846696935837E+11
   1.0000000000000000E+10   6.5109572134414609E-02   1.6521484243635596E+11
   1.1000000000000000E+10   6.5513732951331047E-02   1.8052619247231509E+11
   1.2000000000000000E+10   6.5882704776135920E-02   1.9574742529530176E+11
   1.3000000000000000E+10   6.6222127845650597E-02   2.1088701681118893E+11
   1.4000000000000000E+10   6.6536385364960385E-02   2.2595204848686115E+11
   1.5000000000000000E+10   6.6828953523426188E-02   2.4094852089610629E+11
   1.6000000000000000E+10   6.7102633168899806E-02   2.5588158038289435E+11
   1.7000000000000000E+10   6.7359716612013745E-02   2.7075568688397827E+11
   1.8000000000000000E+10   6.7602102001297737E-02   2.8557474068364453E+11
   1.9000000000000000E+10   6.7831378982738430E-02   3.0034218014829999E+11
   2.0000000000000000E+10   6.8048893815514488E-02   3.1506105790618573E+11
   2.1000000000000000E+10   6.8255794065334802E-02   3.2973410135975787E+11
   2.2000000000000000E+10   6.8453067740517848E-02   3.4436376134086926E+11
   2.3000000000000000E+10   6.8641571159661199E-02   3.5895225143233673E+11
   2.4000000000000000E+10   6.8822050259172457E-02   3.7350158038856921E+11
   2.5000000000000000E+10   6.8995161773832747E-02   3.8801357875257214E+11
   2.6000000000000000E+10   6.9161482587249967E-02   4.0248992122452271E+11
   2.7000000000000000E+10   6.9321525964013461E-02   4.1693214552455475E+11
   2.8000000000000000E+10   6.9475748340362631E-02   4.3134166818459528E+11
   2.9000000000000000E+10   6.9624558911306644E-02   4.4571979810030310E+11
   3.0000000000000000E+10   6.9768323306332439E-02   4.6006774826529779E+11
   3.1000000000000000E+10   6.9907373938567524E-02   4.7438664569406708E+11
   3.2000000000000000E+10   7.0042009347996648E-02   4.8867754004482861E+11
   3.3000000000000000E+10   7.0172501992696049E-02   5.0294141126008466E+11
   3.4000000000000000E+10   7.0299098240754504E-02   5.1717917619679486E+11
   3.5000000000000000E+10   7.0422024110847845E-02   5.3139169449349188E+11
   3.6000000000000000E+10   7.0541487782123061E-02   5.4557977344801031E+11
   3.7000000000000000E+10   7.0657678387647249E-02   5.5974417263344202E+11
   3.8000000000000000E+10   7.0770769971233979E-02   5.7388560812291357E+11
   3.9000000000000000E+10   7.0880923276326627E-02   5.8800475603833997E+11
   4.0000000000000000E+10   7.0988287663906566E-02   6.0210225564512988E+11
   4.1000000000000000E+10   7.1093001897974989E-02   6.1617871210545947E+11
   4.2000000000000000E+10   7.1195191340605257E-02   6.3023469936668225E+11
   4.3000000000000000E+10   7.1294977629496992E-02   6.4427076231267139E+11
   4.4000000000000000E+10   7.1392468751775739E-02   6.5828741888886340E+11
   4.5000000000000000E+10   7.1487768304104415E-02   6.7228516225043799E+11
   4.6000000000000000E+10   7.1580974431176128E-02   6.8626446206540820E+11
   4.7000000000000000E+10   7.1672176294857115E-02   7.0022576623572400E+11
   4.8000000000000000E+10   7.1761456844555899E-02   7.1416950266014624E+11
   4.9000000000000000E+10   7.1848896570998744E-02   7.2809608033280981E+11
   5.0000000000000000E+10   7.1934570648746421E-02   7.4200589033224231E+11
   5.1000000000000000E+10   7.2018546906977857E-02   7.5589930726251501E+11
   5.2000000000000000E+10   7.2100893156111387E-02   7.6977669016147400E+11
   5.3000000000000000E+10   7.2181671584659407E-02   7.8363838322526221E+11
   5.4000000000000000E+10   7.2260938549530265E-02   7.9748471707686816E+11
   5.5000000000000000E+10   7.2338751582056160E-02   8.1131600936623621E+11
   5.6000000000000000E+10   7.2415162346981116E-02   8.2513256536117139E+11
   5.7000000000000000E+10   7.2490222164992402E-02   8.3893467867371106E+11
   5.8000000000000000E+10   7.2563974696405853E-02   8.5272263214430322E+11
   5.9000000000000000E+10   7.2636467232236282E-02   8.6649669833826733E+11
   6.0000000000000000E+10   7.2707740567910878E-02   8.8025713992179260E+11
   6.1000000000000000E+10   7.2777837327368256E-02   8.9400421020339905E+11
   6.2000000000000000E+10   7.2846792869923752E-02   9.0773815373839490E+11
   6.3000000000000000E+10   7.2914645920878096E-02   9.2145920678223242E+11
   6.4000000000000000E+10   7.2981430315018775E-02   9.3516759751264722E+11
   6.5000000000000000E+10   7.3047178689797002E-02   9.4886354667677185E+11
   6.6000000000000000E+10   7.3111922811480545E-02   9.6254726785391479E+11
   6.7000000000000000E+10   7.3175695097692756E-02   9.7621896754161609E+11
   6.8000000000000000E+10   7.3238521050749392E-02   9.8987884580249109E+11
   6.9000000000000000E+10   7.3300430486321330E-02   1.0035270965644661E+12
   7.0000000000000000E+10   7.3361448874785018E-02   1.0171639076765593E+12
   7.1000000000000000E+10   7.3421601584775495E-02   1.0307894613738134E+12
   7.2000000000000000E+10   7.3480913140030371E-02   1.0444039344124208E+12
   7.3000000000000000E+10   7.3539406991221981E-02   1.0580074982925936E+12
   7.4000000000000000E+10   7.3597103723478732E-02   1.0716003196651959E+12
   7.5000000000000000E+10   7.3654027708334097E-02   1.0851825602866245E+12
   7.6000000000000000E+10   7.3710198028275109E-02   1.0987543771952322E+12
   7.7000000000000000E+10   7.3765631305431775E-02   1.1123159234608689E+12
   7.8000000000000000E+10   7.3820351556493816E-02   1.1258673477638794E+12
   7.9000000000000000E+10   7.3874373752380457E-02   1.1394087945785288E+12
   8.0000000000000000E+10   7.3927717706559232E-02   1.1529404045901135E+12
   8.1000000000000000E+10   7.3980398186541452E-02   1.1664623147411433E+12
   8.2000000000000000E+10   7.4032431855782579E-02   1.1799746585467488E+12
   8.3000000000000000E+10   7.4083834951521974E-02   1.1934775659855601E+12
   8.4000000000000000E+10   7.4134623128439978E-02   1.2069711636166289E+12
   8.5000000000000000E+10   7.4184808675417740E-02   1.2204555749621467E+12
   8.6000000000000000E+10   7.4234410235501661E-02   1.2339309202580845E+12
   8.7000000000000000E+10   7.4283435415932075E-02   1.2473973168998792E+12
   8.8000000000000000E+10   7.4331900872944667E-02   1.2608548796430161E+12
   8.9000000000000000E+10   7.4379821747423816E-02   1.2743037199391033E+12
   9.0000000000000000E+10   7.4427203502899469E-02   1.2877439469674067E+12
   9.1000000000000000E+10   7.4474062726349086E-02   1.3011756675210315E+12
   9.2000000000000000E+10   7.4520409338780777E-02   1.3145989856200122E+12
   9.3000000000000000E+10   7.4566256750937865E-02   1.3280140028150164E+12
   9.4000000000000000E+10   7.4611610763373193E-02   1.3414208185725366E+12
   9.5000000000000000E+10   7.4656486284766940E-02   1.3548195301546926E+12
   9.6000000000000000E+10   7.4700892635453070E-02   1.3682102323165325E+12
   9.7000000000000000E+10   7.4744839091040544E-02   1.3815930178256318E+12
   9.8000000000000000E+10   7.4788333186224576E-02   1.3949679776338643E+12
   9.9000000000000000E+10   7.4831386446169545E-02   1.4083352006878538E+12
   1.0000000000000000E+11   7.4874006754183861E-02   1.4216947739092764E+12
   1.1000000000000000E+11   7.5278190082165686E-02   1.5548939234442407E+12
